# {'li': 1, 'lf': 1, 'meshx': 16, 'meshy': 16, 'xbound': 3e-08, 'ybound': 3e-08, 'qz': 199725854668.28848, 'qa': 599177564.0048654, 'qc': 599177564.0048654, 'v': 133707436.268, 'bondingantibonding': 0}
2.833101524349463640e-10 5.532279971320425432e-10 8.256558509493123215e-10 1.429105004182230242e-09 3.266651255311174585e-09 5.490071514501658498e-09 1.077854614427623791e-08 2.592297200508842231e-08 5.849723187976173305e-08 9.097712372494683690e-08 1.035318342431609612e-07 8.994135504108497759e-08 5.704622399035149272e-08 2.452812652634830511e-08 9.627196286936793672e-09 4.598860794517650206e-09
5.532835025968414630e-10 8.389046827437320678e-10 1.315033635138328502e-09 2.929370122937111875e-09 5.598657558847672956e-09 1.167007513048524556e-08 3.653646848069878846e-08 1.029717519989042877e-07 1.998173699809516723e-07 3.463088914197765412e-07 4.317190864919083726e-07 3.419298250071320628e-07 1.941126006337203164e-07 9.827619736619108299e-08 3.358739197457954282e-08 9.795399012318124698e-09
8.271588676665284521e-10 1.316058908953404360e-09 2.567969445013936839e-09 5.720888714723134630e-09 1.054731198953339778e-08 3.020148839186492063e-08 1.062450093284263603e-07 2.846388762668429455e-07 9.815551024984261912e-07 2.938531070974979557e-06 4.449083319924641966e-06 2.910434250628178752e-06 9.508448693415060984e-07 2.665346872052692765e-07 9.563125501386086341e-08 2.444229095651493475e-08
1.426996857889249943e-09 2.926712080199027803e-09 5.724088997872136523e-09 1.004677241930376256e-08 2.016638728514649916e-08 7.027637518243686507e-08 2.124640421536359570e-07 9.722645810173376461e-07 6.317795992623633685e-06 1.409230337943583766e-05 1.236801640536425054e-05 1.394231565533703107e-05 6.207192325760958784e-06 9.122225636133057777e-07 1.845573610304676316e-07 5.524172511669934322e-08
3.263921598461934712e-09 5.601633407590706508e-09 1.056302897578020064e-08 2.018371179549659190e-08 4.445363218631857240e-08 1.315861949792639358e-07 3.985586045183565906e-07 2.780086535230889150e-06 1.294741513384385875e-05 2.249086414979164415e-06 4.377586549579406576e-06 1.913071086728230527e-06 1.249742540574140934e-05 2.599215204758851017e-06 3.245517944204364242e-07 8.825822809028765239e-08
5.494202933618504003e-09 1.167547707084480852e-08 3.019225819029945730e-08 7.022246638697166202e-08 1.315920833680080369e-07 2.609804302372209171e-07 6.719120965701098378e-07 4.252743454440015232e-06 9.915254464977469830e-06 8.416497913357717431e-06 2.740923455104480186e-06 8.905392775562207160e-06 9.255944305192920929e-06 3.791204105706243554e-06 4.538408034847611849e-07 1.111143491716162671e-07
1.078798360144880531e-08 3.650460463694314149e-08 1.062319285796691132e-07 2.130452469054533177e-07 3.990282015382615712e-07 6.718339738214636304e-07 1.168632608698771729e-06 4.139200860446672928e-06 9.516274315770133316e-06 6.191950978041591027e-06 2.239095512811288267e-06 6.948485073121994773e-06 8.941626886697479523e-06 3.306672640348548867e-06 5.159917042444964745e-07 1.283987604816323704e-07
2.592408287297796420e-08 1.029943715055134962e-07 2.850108970166902090e-07 9.726232386850591016e-07 2.779973851662568836e-06 4.250990392370196937e-06 4.143201962855775716e-06 5.540136861989675306e-06 1.223618728962640691e-05 7.930846671581023887e-06 9.425936603898888030e-06 8.563614135788207967e-06 1.097231362152512499e-05 3.002563238680077361e-06 6.236922456785884674e-07 1.592913325182840088e-07
5.853856562529084154e-08 1.999071809355307204e-07 9.817903820136187163e-07 6.314907734338248828e-06 1.294066514403118375e-05 1.000077494361166397e-05 9.673055911563824543e-06 1.230968352638307554e-05 2.328634133799852273e-05 2.171810344441652999e-05 1.864087920698079371e-05 2.514687764418416737e-05 1.980351072760661604e-05 4.286247681481431711e-06 8.368587403565780268e-07 2.219090920840884497e-07
9.105210717955432674e-08 3.463675262899138307e-07 2.941293358326470163e-06 1.413825504591397491e-05 2.306146068435786664e-06 8.328039430107833882e-06 6.113493998732401897e-06 7.872457779784438757e-06 2.196203146275382031e-05 2.462913744698994763e-05 8.362734263023269564e-06 1.376210269250565743e-05 3.204937188307956509e-05 8.164683569832231842e-06 1.143829959692090825e-06 2.870765488884709358e-07
1.036366611952825903e-07 4.316550427755106000e-07 4.457183566274351607e-06 1.235856025751773605e-05 4.543492636846039976e-06 2.536027222827038112e-06 2.202729976222853095e-06 9.450771651566011955e-06 1.904982567519158211e-05 8.223408746096186599e-06 7.769969551950223072e-06 1.524527113022871716e-05 3.371688219479817720e-05 1.111388261484715518e-05 1.274656037489871265e-06 3.091969545703727211e-07
9.013501741335929284e-08 3.415315428284975339e-07 2.911495060390017451e-06 1.397308921583480311e-05 1.901152537991234369e-06 9.292433574070440308e-06 6.991748685486892125e-06 8.535727301348222979e-06 2.516729029487827592e-05 1.364579803955163280e-05 1.516315790895604622e-05 9.191147720538406612e-06 3.837981133804976993e-05 7.514225127408187056e-06 9.967397349851969960e-07 2.647278448079432004e-07
5.716334904577456291e-08 1.938833797707819178e-07 9.499303712966621254e-07 6.215472784069222487e-06 1.253726939894717974e-05 9.209815538221494602e-06 8.783765454202400129e-06 1.089100718625402096e-05 1.971864102080048988e-05 3.201978692138295453e-05 3.345967088046605472e-05 3.818012768661311761e-05 1.677111338250889303e-05 2.665227027706216485e-06 5.836511091070696377e-07 1.685571736508712711e-07
2.452195897678931497e-08 9.847768697504439065e-08 2.660398465300209034e-07 9.113092135230927434e-07 2.598483787176499999e-06 3.787619084347943496e-06 3.300924952433665951e-06 3.001218987599204350e-06 4.289093578486382773e-06 8.165141991337437107e-06 1.110302663335246543e-05 7.512888846351002068e-06 2.664399289955543927e-06 8.136920377545658080e-07 2.960110521972844748e-07 7.665694066726957034e-08
9.609876177085126624e-09 3.359695385357961321e-08 9.575306660869698548e-08 1.844239661067243712e-07 3.244887117469805671e-07 4.542364870019942711e-07 5.168435804761234442e-07 6.241101412134169690e-07 8.362187016715742072e-07 1.142862655249205829e-06 1.275121346071477733e-06 9.976901864585113970e-07 5.839261017151499765e-07 2.958255734606056155e-07 1.040675772228686125e-07 3.270428842674984857e-08
4.594587980053601768e-09 9.775955804831459515e-09 2.444045229328060945e-08 5.525650298009943750e-08 8.821375169775487324e-08 1.109222006471149901e-07 1.280280784372205718e-07 1.589610746850282547e-07 2.214451947230315566e-07 2.865313218105017791e-07 3.083998448443068763e-07 2.641700623199540191e-07 1.684478175422273192e-07 7.665898599523521526e-08 3.269729130896293218e-08 1.632941956729283017e-08
