-6.28328983504049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6.28304609842568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-5.11533580280154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-4.95234218184392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-3.30592087133941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-3.28259486119515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-2.20509792083416,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-2.1774522777262,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-1.9322695659037,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1.70112487039925,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1.69501636631722,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1.65820360701316,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1.654483831541,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64679745653153,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64348772651969,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55901587796704,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55821651699798,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.49682125407454,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30765162960405,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29612410368454
