# {'li': -1, 'lf': -1, 'meshx': 32, 'meshy': 32, 'xbound': 3e-08, 'ybound': 3e-08, 'qz': 199725854668.28848, 'qa': 599177564.0048654, 'qc': 599177564.0048654, 'v': 133707436.268, 'bondingantibonding': 1, 'omega': 4.5e+16}
1.275988870019580282e-10 1.843699751086679036e-10 2.540429311465856082e-10 3.072435624793035939e-10 3.646754291319721098e-10 4.530359058540838622e-10 6.028949142986090004e-10 9.141575929691109303e-10 1.409100144231610990e-09 1.870503077196189188e-09 2.275015310749798964e-09 2.949656521567091741e-09 4.170451834433814529e-09 6.251082253534337390e-09 9.963973531085500931e-09 1.620211630530175535e-08 2.482193018755076943e-08 3.429780190777407685e-08 4.282346520171495893e-08 4.923008281460023217e-08 5.287983854926390357e-08 5.341597774927290032e-08 5.079089347575794893e-08 4.527687546005796358e-08 3.740329887109706380e-08 2.810170297849708634e-08 1.897120740601773718e-08 1.179061002638837933e-08 7.251078639008373698e-09 4.694160464158718599e-09 3.200471188443934652e-09 2.334492167617114153e-09
1.843254229886720451e-10 2.612854320326760476e-10 3.245256105730128275e-10 3.702415400302596009e-10 4.429916588885728726e-10 5.719477559476033267e-10 8.387510353981710215e-10 1.329198447167450318e-09 1.863534955226716064e-09 2.321723045696558393e-09 3.055905374912116838e-09 4.464660843337389414e-09 7.091015214645292616e-09 1.236947588391745585e-08 2.194995857199918987e-08 3.527638733666146902e-08 4.962822055311938024e-08 6.330684233069379400e-08 7.612754091705682096e-08 8.725329212224511277e-08 9.444234309904286741e-08 9.551425477333084936e-08 9.009023384126402376e-08 7.990666507490551030e-08 6.742960194765549581e-08 5.406436317898939759e-08 3.996306779600927410e-08 2.604295112188316531e-08 1.498367758366143606e-08 8.371697755352375610e-09 5.060915095548286848e-09 3.314011012063903688e-09
2.541346212696373866e-10 3.247218129776909621e-10 3.699496583506503878e-10 4.308706210712378774e-10 5.475146807363059996e-10 7.663999772060550760e-10 1.206619752879487304e-09 1.807744788267580058e-09 2.330647110782767383e-09 3.029816628109930214e-09 4.424757039988299094e-09 7.187102705482422156e-09 1.323649535166692621e-08 2.512005686581617146e-08 4.205902572344523294e-08 6.078059332112497309e-08 8.219075344299582458e-08 1.102710488364486988e-07 1.453207462405449558e-07 1.808047939258305432e-07 2.054187942040516285e-07 2.092444551128887398e-07 1.906067752443289947e-07 1.572929119671707792e-07 1.209091753650713198e-07 9.007195619485606494e-08 6.681694793151833118e-08 4.773833516208936097e-08 3.007371265723304302e-08 1.619796710336591533e-08 8.437493082509475786e-09 4.924692639985952874e-09
3.075232689100662694e-10 3.705881235960725974e-10 4.308045289979771024e-10 5.390893764511813205e-10 7.257934431175195002e-10 1.084645472564066190e-09 1.702632077830902792e-09 2.343234385840838579e-09 2.994321937122909093e-09 4.217704813239743184e-09 6.714293038004731878e-09 1.240812144282821588e-08 2.478040757150721300e-08 4.383188550863378027e-08 6.621657352505653621e-08 9.710565693697158619e-08 1.501029197489624682e-07 2.364469681502859747e-07 3.569790661861756293e-07 4.919550390080306891e-07 5.937274779171932850e-07 6.105895410556930444e-07 5.327993522020530243e-07 4.024202377401261519e-07 2.732567970136935858e-07 1.745835014818024120e-07 1.109322675227475144e-07 7.406599246895365726e-08 5.015384553818969376e-08 2.992711151636942924e-08 1.500753432384945661e-08 7.521430245677490602e-09
3.647815367845752413e-10 4.432097791895144926e-10 5.467850333794850825e-10 7.252941543768080054e-10 1.031671474862870484e-09 1.602901600145784803e-09 2.386888845000578550e-09 3.095473160330512294e-09 4.085164364560486567e-09 6.096026660900135151e-09 1.059132277605725122e-08 2.137482437657963638e-08 4.059272956931855231e-08 6.483565705887833107e-08 1.011175373860185969e-07 1.757045135860179224e-07 3.280790317042314931e-07 6.160643583202363750e-07 1.090190101555244436e-06 1.680840440337802261e-06 2.142867078131456614e-06 2.221970603227819094e-06 1.871083032232526251e-06 1.290015709343635819e-06 7.569682175957440257e-07 4.076569702773281218e-07 2.162523919734073897e-07 1.196430440972268974e-07 7.359312868154420652e-08 4.710339712957868252e-08 2.584992195844129606e-08 1.211114451712143410e-08
4.534162060955146136e-10 5.719900567564120934e-10 7.647722708271796992e-10 1.084200120523689861e-09 1.602901656921534097e-09 2.417651097383349955e-09 3.272372069279552425e-09 4.072097810942781166e-09 5.525402332580444727e-09 8.682936514081296080e-09 1.650665644541842263e-08 3.348728182162874264e-08 5.787207336388485496e-08 9.259320588572679188e-08 1.693436312901475849e-07 3.562814924565828107e-07 8.079346338536636074e-07 1.807999481967320109e-06 3.459241999558326264e-06 5.222632190624369020e-06 6.341224715691713712e-06 6.515449117455801657e-06 5.722692424957137819e-06 4.109963189304728380e-06 2.317916415027759187e-06 1.073154149238667375e-06 4.682275106403801734e-07 2.152286165305192452e-07 1.101974951926917101e-07 6.586285935158784223e-08 3.938817421700114338e-08 1.932634234771456242e-08
6.038377655161922657e-10 8.374241616645842590e-10 1.203754789769429754e-09 1.702724226490736206e-09 2.386101587060407013e-09 3.271722143670135412e-09 4.076216883620177013e-09 5.099862857161962475e-09 7.277314344683658618e-09 1.228074869923558441e-08 2.468893263209010322e-08 4.724903273552968100e-08 7.740631713189934542e-08 1.370110473047607804e-07 2.975278208083408243e-07 7.514028719214432602e-07 2.016112907232245399e-06 4.592715094563973169e-06 7.430906825937668818e-06 8.597541052059902702e-06 8.336828968638427794e-06 8.236555478625015141e-06 8.622648692574326728e-06 8.114798657974266934e-06 5.674209532047125613e-06 2.756542617520870314e-06 1.050029912088241548e-06 3.994037445917440647e-07 1.726944011776516047e-07 8.945969643150636740e-08 5.368505815696861795e-08 2.862477846080702826e-08
9.144328136813815037e-10 1.326021021435394039e-09 1.806165395298543792e-09 2.345690177416672728e-09 3.095167012369490186e-09 4.076936035305575825e-09 5.107992875030503881e-09 6.762509987574812535e-09 1.011165166534520666e-08 1.772537939211139695e-08 3.506085587466751183e-08 6.181609515408450752e-08 1.016401271736566564e-07 2.036905894417459051e-07 5.118205435448190008e-07 1.510271882747887775e-06 4.157193140209248352e-06 7.593986979804317011e-06 7.701254383568669626e-06 4.370259636804082463e-06 1.833752708260576870e-06 1.489221750061472343e-06 3.293763815120342044e-06 6.796953748430915131e-06 8.244020742302626486e-06 5.439982120200596830e-06 2.180764283218607848e-06 7.213444591649967254e-07 2.667228072423820383e-07 1.202640971636654848e-07 6.807508777313079537e-08 3.882969963169476965e-08
1.409055052325167237e-09 1.861352812842732211e-09 2.332307340287249556e-09 2.997630438272183909e-09 4.085382610308457361e-09 5.536403396615248358e-09 7.281900347922197531e-09 1.009507402500852286e-08 1.522464725039196108e-08 2.614685441789201828e-08 4.805282557647386922e-08 7.849085435356445387e-08 1.328863458748933667e-07 2.921101635596651570e-07 8.171845591772560272e-07 2.581859140976257369e-06 6.228805166434305850e-06 7.565111164525454398e-06 3.334065782231215584e-06 7.044248775833326518e-07 1.666318758684849540e-06 1.998655449452518551e-06 8.896139573994864043e-07 1.968748090007130803e-06 6.634457456825547541e-06 7.366886375677373047e-06 3.671969093736407231e-06 1.190038907336512889e-06 3.896256673130361472e-07 1.567033354379647857e-07 8.174744784230911491e-08 4.837671872774583309e-08
1.871957984431741224e-09 2.320517768358873208e-09 3.031239529919032815e-09 4.219430654292003188e-09 6.096441254866745751e-09 8.693604035187362746e-09 1.226765749297267991e-08 1.769300479288612419e-08 2.615707036964586280e-08 4.152489743186463169e-08 6.783647643963443093e-08 1.026772634580514640e-07 1.743227139429510738e-07 3.941822756836700377e-07 1.150482742259047990e-06 3.544314731969515037e-06 6.958102836516805341e-06 5.369001437699562598e-06 2.021169631901921394e-06 4.422877537350012412e-06 6.198246554015726336e-06 6.272510065567075072e-06 5.324822661047843143e-06 2.447632647860012908e-06 3.930057732191483080e-06 7.323986771155483133e-06 4.808935150500687584e-06 1.677721225873253766e-06 5.214489728398429914e-07 1.950141249547919510e-07 9.434718004986569866e-08 5.592255780183729904e-08
