14.9493591766667,10.0939724533333,6.93685397
14.8112509325,10.2092965375,6.2457546125
14.51429506,10.341754365,5.45197836
14.08017462,10.4638281625,4.7204302075
13.522080135,10.571808775,4.073337875
12.856969025,10.662415265,3.53036294
12.10505036,10.732894605,3.10800342
11.289170805,10.7811053125,2.8190924925
10.434120445,10.80558253,2.6724085675
14.9493591766667,10.2717339833333,6.99787958
14.8112509325,10.605209085,6.3816715625
14.51429506,10.98822871,5.673913285
14.08017462,11.34122151,5.021639725
13.522080135,11.6534619725,4.4446698875
12.856969025,11.915462825,3.9605347125
12.10505036,12.1192633125,3.5839443975
11.289170805,12.2586710575,3.32634145
10.434120445,12.3294502225,3.195553005
14.9493591766667,10.42004892,7.11331773
14.8112509325,10.9355378375,6.63877675
14.51429506,11.5276131425,6.093733035
14.08017462,12.0732726975,5.59141803
13.522080135,12.5559369075,5.1470943225
12.856969025,12.9609402675,4.774262465
12.10505036,13.2759769575,4.4842507625
11.289170805,13.491474745,4.285871075
10.434120445,13.6008858375,4.1851510675
14.9493591766667,10.52284504,7.27065890333333
14.8112509325,11.16448655,6.98920884
14.51429506,11.901456985,6.6659436325
14.08017462,12.580652615,6.3680208075
13.522080135,13.1814364175,6.1044925975
12.856969025,13.685553885,5.883366175
12.10505036,14.077687665,5.711360355
11.289170805,14.3459229675,5.593701445
10.434120445,14.4821096,5.5339644475
14.9493591733333,10.5689827866667,7.45285274
14.81125093,11.2672450775,7.3949930775
14.51429506,12.06924846,7.3285371825
14.08017462,12.8083787775,7.2672910975
13.522080135,13.4621779275,7.213115755
12.856969025,14.0107805525,7.1676572475
12.10505036,14.4375176425,7.1322968075
11.289170805,14.729423005,7.10810884
10.434120445,14.87762724,7.095828285
14.9493591733333,10.55346242,7.64015571666666
14.81125093,11.232677935,7.812156445
14.51429506,12.0128047575,8.0097113875
14.08017462,12.7317735275,8.1917790075
13.522080135,13.36773874,8.3528272725
12.856969025,13.901376915,8.4879628125
12.10505036,14.31647373,8.5930796025
11.289170805,14.600416675,8.66498372
10.434120445,14.7445782825,8.7014903975
14.9493591766667,10.47796581,7.81227064666666
14.8112509325,11.06453101,8.1954928175
14.51429506,11.7382424275,8.635650455
14.08017462,12.3591382275,9.0413019275
13.522080135,12.908352805,9.40012172
12.856969025,13.3691985525,9.701207275
12.10505036,13.72767291,9.9354102625
11.289170805,13.972883815,10.09561454
10.434120445,14.09738065,10.1769523825
14.94935918,10.35067419,7.95054620666666
