# {'li': 1, 'lf': 1, 'meshx': 16, 'meshy': 16, 'xbound': 3e-08, 'ybound': 3e-08, 'qz': 199725854668.28848, 'qa': 599177564.0048654, 'qc': 599177564.0048654, 'v': 133707436.268, 'bondingantibonding': 1}
1.186987297677866124e-10 2.459851916835666694e-10 3.569078267595311297e-10 6.305377705665587166e-10 1.546844675247414113e-09 2.504975945694596586e-09 4.959835769793296336e-09 1.262440537836845731e-08 2.995761568008762612e-08 4.699166902846587748e-08 5.354116224135555470e-08 4.685590811589229518e-08 2.976758029419833302e-08 1.236546327552310264e-08 4.687808164466867373e-09 2.278841548104959036e-09
2.460114900375483447e-10 3.603827959254977410e-10 5.617915796841857383e-10 1.352119334410643652e-09 2.542825377937366508e-09 5.298097773945209733e-09 1.796521688147538321e-08 5.229673043482435851e-08 1.001987759018653609e-07 1.773004392922457795e-07 2.243804961806277121e-07 1.763453208624742301e-07 9.898624246803237105e-08 5.143124571545109824e-08 1.741466962014503554e-08 4.850553401083730487e-09
3.577279056586632819e-10 5.624999831186854440e-10 1.146822934469448341e-09 2.658555122312960924e-09 4.752252857061992940e-09 1.442915272302753571e-08 5.346643963956889098e-08 1.426484209537486524e-07 5.311051357202905373e-07 1.715739115352125839e-06 2.667338834062338991e-06 1.708201367769369336e-06 5.209768265114261829e-07 1.368784538920883953e-07 5.025060013468711525e-08 1.263576691768946744e-08
6.292451428274006672e-10 1.350991601459725832e-09 2.660625386553994190e-09 4.537229377067519188e-09 9.144958870540093475e-09 3.482097187844777000e-08 1.043924189650447077e-07 5.203102748737462684e-07 3.820367047133778145e-06 8.594405129182216806e-06 7.287513569296625527e-06 8.567214003666903747e-06 3.800334871246688001e-06 5.003492306537548151e-07 9.459147704473990933e-08 2.946414576999261557e-08
1.545443666391792882e-09 2.544343798167846948e-09 4.761119292563055251e-09 9.155423040520458843e-09 2.088763662151259352e-08 6.500154825036899311e-08 1.978459527861802158e-07 1.590040624781852494e-06 7.789155098702940216e-06 1.306342328913076223e-06 4.026298752268105007e-06 1.128639479566518124e-06 7.620349934175449103e-06 1.521875436575688941e-06 1.686204952124032585e-07 4.707793340531664883e-08
2.506590957524548550e-09 5.301181214752988384e-09 1.442546780886214212e-08 3.479542490355409698e-08 6.500935755920084971e-08 1.300147581533379895e-07 3.427349293802312226e-07 2.472744899356701226e-06 5.657343521681944354e-06 6.348457779550241623e-06 2.011541834111038456e-06 6.493009604643230922e-06 5.291601140568204718e-06 2.242525820800481904e-06 2.385590323945801035e-07 5.890625049029863418e-08
4.965742130021008355e-09 1.794738775419153810e-08 5.347681480623496672e-08 1.047571611532573815e-07 1.981006910026736320e-07 3.425566925603001542e-07 6.064376365982862344e-07 2.350106674141594286e-06 5.481754386637200966e-06 3.986040165052125925e-06 1.561968667987057855e-06 4.063921041627339442e-06 4.959758519623051514e-06 1.895155282588406547e-06 2.714067096071898966e-07 6.811347852505008408e-08
1.262425690595233072e-08 5.232839967894945165e-08 1.428609910518526488e-07 5.205428206374431546e-07 1.590218407724044187e-06 2.471803675457514346e-06 2.352822747050754406e-06 3.198549306845779638e-06 7.372169494146545165e-06 4.905803821091993594e-06 5.879433583907100653e-06 4.269773286842907102e-06 6.053769270135759135e-06 1.642982520172195758e-06 3.282576686888098003e-07 8.553776611720085813e-08
2.998385915757681853e-08 1.002464620690220330e-07 5.313260713481404100e-07 3.819325360349903902e-06 7.796297826483379422e-06 5.730411826421490085e-06 5.597291174483225658e-06 7.422745520552511173e-06 1.476915147664513813e-05 1.306721686530295964e-05 1.033426223307282112e-05 1.456066994291376115e-05 1.155086854668162420e-05 2.372289299076355329e-06 4.409113346802372481e-07 1.204500206087561368e-07
4.703630425828028008e-08 1.773330979863573187e-07 1.717685377668609993e-06 8.628875605379498717e-06 1.329538941689005454e-06 6.256354760977051808e-06 3.934155953313559052e-06 4.877509682861715909e-06 1.323915924015769273e-05 1.300277958960206828e-05 4.351392554574656218e-06 8.630624160613641042e-06 1.943157210214022232e-05 4.818204648547683680e-06 6.139388057450944478e-07 1.558319501066260089e-07
